DATE_REPORTED,WEAPONS,SNA_NEIGHBORHOOD
11/09/2019 03:07:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WALNUT HILLS
11/09/2019 07:51:00 AM,U - UNKNOWN,MT. AUBURN
11/09/2019 08:45:00 AM,99 - NONE,COLLEGE HILL
11/09/2019 08:47:00 AM,"30 - BLUNT OBJECT (CLUB, HAMMER, ETC.)",N/A
11/09/2019 08:59:08 AM,U - UNKNOWN,CUF
11/09/2019 09:00:00 AM,99 - NONE,MT. AUBURN
11/09/2019 09:57:00 AM,99 - NONE,EVANSTON
11/09/2019 10:10:55 AM,99 - NONE,OVER-THE-RHINE
11/09/2019 10:45:00 AM,15B - SEMI-AUTOMATIC ASSAULT FIREARM,WEST END
11/09/2019 10:57:34 AM,99 - NONE,ROSELAWN
11/09/2019 11:00:00 AM,99 - NONE,WESTWOOD
11/09/2019 11:05:00 AM,99 - NONE,WESTWOOD
11/09/2019 11:19:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",VILLAGES AT ROLL HILL
11/09/2019 11:30:49 AM,99 - NONE,EAST PRICE HILL
11/09/2019 11:30:49 AM,99 - NONE,EAST PRICE HILL
11/09/2019 11:30:49 AM,99 - NONE,EAST PRICE HILL
11/09/2019 11:47:00 AM,99 - NONE,WESTWOOD
11/09/2019 12:05:19 PM,99 - NONE,OVER-THE-RHINE
11/09/2019 12:17:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",COLLEGE HILL
11/09/2019 01:12:00 PM,99 - NONE,COLLEGE HILL
11/09/2019 01:46:00 PM,99 - NONE,MT. AIRY
11/09/2019 02:08:00 PM,"20 - KNIFE/CUTTING INSTRUMENT (ICEPICK, AX, ETC.)",WEST PRICE HILL
11/09/2019 02:08:00 PM,"20 - KNIFE/CUTTING INSTRUMENT (ICEPICK, AX, ETC.)",WEST PRICE HILL
11/09/2019 02:10:46 PM,99 - NONE,MT. AUBURN
11/09/2019 02:15:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",EVANSTON
11/09/2019 02:29:00 PM,99 - NONE,AVONDALE
11/09/2019 02:40:00 PM,99 - NONE,COLLEGE HILL
11/09/2019 03:00:00 PM,99 - NONE,WALNUT HILLS
11/09/2019 03:17:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WESTWOOD
11/09/2019 03:30:00 PM,99 - NONE,AVONDALE
11/09/2019 03:31:09 PM,"30 - BLUNT OBJECT (CLUB, HAMMER, ETC.)",AVONDALE
11/09/2019 03:31:09 PM,12 - HANDGUN,AVONDALE
11/09/2019 03:31:09 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",AVONDALE
11/09/2019 03:44:00 PM,U - UNKNOWN,OAKLEY
11/09/2019 04:10:14 PM,99 - NONE,KENNEDY HEIGHTS
11/09/2019 04:14:00 PM,99 - NONE,WEST END
11/09/2019 04:42:00 PM,99 - NONE,WEST PRICE HILL
11/09/2019 04:47:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",MT. AUBURN
11/09/2019 04:47:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",MT. AUBURN
11/09/2019 04:50:00 PM,99 - NONE,DOWNTOWN
11/09/2019 05:26:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",N/A
11/09/2019 05:48:00 PM,"20 - KNIFE/CUTTING INSTRUMENT (ICEPICK, AX, ETC.)",N/A
11/09/2019 05:48:00 PM,"20 - KNIFE/CUTTING INSTRUMENT (ICEPICK, AX, ETC.)",N/A
11/09/2019 06:00:00 PM,99 - NONE,PLEASANT RIDGE
11/09/2019 06:35:00 PM,99 - NONE,SOUTH FAIRMOUNT
11/09/2019 07:08:00 PM,99 - NONE,EAST WESTWOOD
11/09/2019 07:36:00 PM,99 - NONE,CUF
11/09/2019 07:57:00 PM,99 - NONE,EVANSTON
11/09/2019 07:57:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",MT. AIRY
11/09/2019 08:00:00 PM,99 - NONE,WESTWOOD
11/09/2019 08:00:00 PM,99 - NONE,WESTWOOD
11/09/2019 08:00:00 PM,99 - NONE,WESTWOOD
11/09/2019 08:00:00 PM,99 - NONE,WESTWOOD
11/09/2019 08:26:00 PM,99 - NONE,N/A
11/09/2019 08:30:00 PM,99 - NONE,WINTON HILLS
11/09/2019 09:18:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",CORRYVILLE
11/09/2019 09:18:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",CORRYVILLE
11/09/2019 09:18:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",CORRYVILLE
11/09/2019 09:18:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",CORRYVILLE
11/09/2019 09:32:00 PM,99 - NONE,CAMP WASHINGTON
11/09/2019 09:54:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",N/A
11/09/2019 09:54:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",N/A
11/09/2019 09:54:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",N/A
11/09/2019 09:54:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",N/A
11/09/2019 09:54:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",N/A
11/09/2019 09:54:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",N/A
11/09/2019 09:58:00 PM,11 - FIREARM (TYPE NOT STATED),ROSELAWN
11/09/2019 09:58:00 PM,11 - FIREARM (TYPE NOT STATED),ROSELAWN
11/09/2019 09:58:00 PM,11 - FIREARM (TYPE NOT STATED),ROSELAWN
11/09/2019 09:58:00 PM,11 - FIREARM (TYPE NOT STATED),ROSELAWN
11/09/2019 10:35:25 PM,99 - NONE,CORRYVILLE
11/09/2019 11:44:00 PM,99 - NONE,DOWNTOWN
11/10/2019 12:17:00 AM,99 - NONE,CORRYVILLE
11/10/2019 12:17:00 AM,99 - NONE,CORRYVILLE
11/10/2019 12:27:00 AM,99 - NONE,SPRING GROVE VILLAGE
11/10/2019 12:40:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",VILLAGES AT ROLL HILL
11/10/2019 12:52:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",AVONDALE
11/10/2019 01:02:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",PLEASANT RIDGE
11/10/2019 01:02:00 AM,99 - NONE,PLEASANT RIDGE
11/10/2019 01:02:00 AM,99 - NONE,PLEASANT RIDGE
11/10/2019 01:32:00 AM,99 - NONE,OVER-THE-RHINE
11/10/2019 01:50:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",N/A
11/10/2019 01:50:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",N/A
11/10/2019 01:50:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",N/A
11/10/2019 02:49:00 AM,99 - NONE,DOWNTOWN
11/10/2019 04:16:00 AM,99 - NONE,CUF
11/10/2019 04:31:00 AM,"20 - KNIFE/CUTTING INSTRUMENT (ICEPICK, AX, ETC.)",OVER-THE-RHINE
11/10/2019 06:59:32 AM,U - UNKNOWN,OVER-THE-RHINE
11/10/2019 10:00:00 AM,99 - NONE,MT. AIRY
11/10/2019 10:13:31 AM,99 - NONE,EVANSTON
11/10/2019 10:44:00 AM,12 - HANDGUN,N/A
11/10/2019 11:40:20 AM,99 - NONE,PLEASANT RIDGE
11/10/2019 12:14:59 PM,99 - NONE,WEST END
11/10/2019 12:15:00 PM,99 - NONE,EAST PRICE HILL
11/10/2019 12:24:11 PM,99 - NONE,EVANSTON
11/10/2019 12:25:00 PM,99 - NONE,DOWNTOWN
11/10/2019 12:25:00 PM,99 - NONE,DOWNTOWN
11/10/2019 12:27:00 PM,99 - NONE,RIVERSIDE
11/10/2019 12:30:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WESTWOOD
11/10/2019 12:41:00 PM,99 - NONE,WEST PRICE HILL
11/10/2019 01:00:00 PM,99 - NONE,CLIFTON
11/10/2019 01:00:00 PM,99 - NONE,EAST WESTWOOD
11/10/2019 01:27:58 PM,99 - NONE,COLLEGE HILL
11/10/2019 01:55:00 PM,99 - NONE,OAKLEY
11/10/2019 01:57:03 PM,99 - NONE,EVANSTON
11/10/2019 01:57:03 PM,99 - NONE,EVANSTON
11/10/2019 02:05:43 PM,99 - NONE,DOWNTOWN
11/10/2019 02:15:00 PM,99 - NONE,EAST WALNUT HILLS
11/10/2019 02:54:40 PM,99 - NONE,DOWNTOWN
11/10/2019 03:01:12 PM,99 - NONE,MT. WASHINGTON
11/10/2019 03:10:45 PM,"30 - BLUNT OBJECT (CLUB, HAMMER, ETC.)",OVER-THE-RHINE
11/10/2019 03:22:00 PM,99 - NONE,DOWNTOWN
11/10/2019 03:26:00 PM,99 - NONE,CAMP WASHINGTON
11/10/2019 03:45:48 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WEST END
11/10/2019 04:00:00 PM,99 - NONE,CUF
11/10/2019 04:20:00 PM,U - UNKNOWN,WEST END
11/10/2019 04:22:00 PM,99 - NONE,WESTWOOD
11/10/2019 04:51:00 PM,99 - NONE,CARTHAGE
11/10/2019 04:51:44 PM,99 - NONE,WESTWOOD
11/10/2019 05:04:00 PM,99 - NONE,EAST PRICE HILL
11/10/2019 05:30:00 PM,99 - NONE,EAST PRICE HILL
11/10/2019 05:30:00 PM,99 - NONE,CORRYVILLE
11/10/2019 05:36:00 PM,99 - NONE,N/A
11/10/2019 05:36:00 PM,99 - NONE,N/A
11/10/2019 05:51:00 PM,99 - NONE,N/A
11/10/2019 05:56:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",MT. WASHINGTON
11/10/2019 06:42:47 PM,99 - NONE,OVER-THE-RHINE
11/10/2019 07:00:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",NORTHSIDE
11/10/2019 07:28:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",AVONDALE
11/10/2019 07:47:00 PM,U - UNKNOWN,MT. WASHINGTON
11/10/2019 07:56:48 PM,99 - NONE,DOWNTOWN
11/10/2019 08:14:00 PM,99 - NONE,WINTON HILLS
11/10/2019 08:27:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WESTWOOD
11/10/2019 08:27:00 PM,"20 - KNIFE/CUTTING INSTRUMENT (ICEPICK, AX, ETC.)",WESTWOOD
11/10/2019 08:27:00 PM,"20 - KNIFE/CUTTING INSTRUMENT (ICEPICK, AX, ETC.)",WESTWOOD
11/10/2019 08:27:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WESTWOOD
11/10/2019 08:30:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WEST PRICE HILL
11/10/2019 08:47:49 PM,99 - NONE,AVONDALE
11/10/2019 09:15:00 PM,99 - NONE,N/A
11/10/2019 09:30:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",PLEASANT RIDGE
11/10/2019 09:36:00 PM,99 - NONE,MT. AIRY
11/10/2019 09:36:00 PM,99 - NONE,MT. AIRY
11/10/2019 09:36:00 PM,99 - NONE,MT. AIRY
11/10/2019 10:04:00 PM,99 - NONE,HYDE PARK
11/10/2019 10:38:19 PM,99 - NONE,N/A
11/10/2019 10:42:00 PM,99 - NONE,WESTWOOD
11/11/2019 12:50:00 AM,99 - NONE,WINTON HILLS
11/11/2019 01:10:00 AM,99 - NONE,WALNUT HILLS
11/11/2019 01:10:00 AM,99 - NONE,WALNUT HILLS
11/11/2019 01:10:00 AM,99 - NONE,WALNUT HILLS
11/11/2019 01:10:00 AM,99 - NONE,N/A
11/11/2019 01:10:00 AM,99 - NONE,N/A
11/11/2019 02:00:00 AM,12 - HANDGUN,ROSELAWN
11/11/2019 03:53:00 AM,99 - NONE,NORTHSIDE
11/11/2019 05:30:00 AM,99 - NONE,DOWNTOWN
11/11/2019 07:14:00 AM,99 - NONE,EAST WALNUT HILLS
11/11/2019 07:40:03 AM,99 - NONE,WEST PRICE HILL
11/11/2019 08:01:00 AM,99 - NONE,AVONDALE
11/11/2019 08:49:00 AM,99 - NONE,DOWNTOWN
11/11/2019 09:04:36 AM,99 - NONE,EAST PRICE HILL
11/11/2019 09:10:00 AM,99 - NONE,QUEENSGATE
11/11/2019 09:15:44 AM,99 - NONE,LOWER PRICE HILL
11/11/2019 09:45:00 AM,U - UNKNOWN,WESTWOOD
11/11/2019 09:57:00 AM,80 - OTHER WEAPON,COLLEGE HILL
11/11/2019 10:05:00 AM,12 - HANDGUN,WINTON HILLS
11/11/2019 10:05:00 AM,12 - HANDGUN,WINTON HILLS
11/11/2019 10:05:00 AM,12 - HANDGUN,WINTON HILLS
11/11/2019 10:05:00 AM,12 - HANDGUN,WINTON HILLS
11/11/2019 10:29:00 AM,U - UNKNOWN,WALNUT HILLS
11/11/2019 10:40:59 AM,U - UNKNOWN,AVONDALE
11/11/2019 10:50:00 AM,99 - NONE,WESTWOOD
11/11/2019 11:11:20 AM,U - UNKNOWN,HYDE PARK
11/11/2019 11:56:00 AM,U - UNKNOWN,WEST PRICE HILL
11/11/2019 11:56:00 AM,U - UNKNOWN,WEST PRICE HILL
11/11/2019 12:26:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",LOWER PRICE HILL
11/11/2019 12:28:44 PM,99 - NONE,DOWNTOWN
11/11/2019 12:49:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",MT. AUBURN
11/11/2019 01:20:00 PM,99 - NONE,HYDE PARK
11/11/2019 01:33:21 PM,99 - NONE,WEST PRICE HILL
11/11/2019 01:45:00 PM,99 - NONE,COLLEGE HILL
11/11/2019 02:22:00 PM,99 - NONE,DOWNTOWN
11/11/2019 02:30:00 PM,99 - NONE,CUF
11/11/2019 02:42:00 PM,99 - NONE,WESTWOOD
11/11/2019 02:54:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",N/A
11/11/2019 02:54:19 PM,99 - NONE,WESTWOOD
11/11/2019 02:55:36 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WINTON HILLS
11/11/2019 03:10:00 PM,99 - NONE,OAKLEY
11/11/2019 03:16:00 PM,99 - NONE,DOWNTOWN
11/11/2019 03:34:00 PM,99 - NONE,CUF
11/11/2019 03:34:00 PM,99 - NONE,CUF
11/11/2019 03:34:00 PM,99 - NONE,WEST PRICE HILL
11/11/2019 03:34:00 PM,99 - NONE,CUF
11/11/2019 03:34:00 PM,99 - NONE,CUF
11/11/2019 04:17:00 PM,99 - NONE,AVONDALE
11/11/2019 04:22:00 PM,12 - HANDGUN,CUF
11/11/2019 04:30:00 PM,99 - NONE,CUF
11/11/2019 04:39:00 PM,12 - HANDGUN,WEST PRICE HILL
11/11/2019 04:55:00 PM,35 - MOTOR VEHICLE (WHEN USED AS WEAPON),WESTWOOD
11/11/2019 04:58:00 PM,99 - NONE,WESTWOOD
11/11/2019 05:01:53 PM,12A - AUTOMATIC HANDGUN,CUF
11/11/2019 05:21:08 PM,99 - NONE,COLUMBIA TUSCULUM
11/11/2019 05:22:29 PM,99 - NONE,DOWNTOWN
11/11/2019 05:25:00 PM,99 - NONE,EVANSTON
11/11/2019 05:50:40 PM,99 - NONE,WESTWOOD
11/11/2019 05:54:00 PM,99 - NONE,DOWNTOWN
11/11/2019 05:59:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",AVONDALE
11/11/2019 05:59:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",AVONDALE
11/11/2019 05:59:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",AVONDALE
11/11/2019 06:00:00 PM,99 - NONE,WESTWOOD
11/11/2019 07:00:59 PM,99 - NONE,WESTWOOD
11/11/2019 07:45:00 PM,U - UNKNOWN,ROSELAWN
11/11/2019 08:00:00 PM,99 - NONE,NORTHSIDE
11/11/2019 08:19:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",HYDE PARK
11/11/2019 08:19:00 PM,99 - NONE,HYDE PARK
11/11/2019 08:29:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",ROSELAWN
11/11/2019 08:29:00 PM,99 - NONE,ROSELAWN
11/11/2019 08:42:00 PM,99 - NONE,COLLEGE HILL
11/11/2019 09:30:17 PM,99 - NONE,WINTON HILLS
11/11/2019 09:34:03 PM,99 - NONE,MADISONVILLE
11/11/2019 10:04:41 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",MILLVALE
11/11/2019 10:10:00 PM,99 - NONE,N/A
11/11/2019 10:20:00 PM,U - UNKNOWN,MT. WASHINGTON
11/12/2019 12:31:00 AM,99 - NONE,NORTHSIDE
11/12/2019 12:58:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",EVANSTON
11/12/2019 03:40:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",MT. AIRY
11/12/2019 04:29:00 AM,99 - NONE,WESTWOOD
11/12/2019 05:36:00 AM,80 - OTHER WEAPON,WEST PRICE HILL
11/12/2019 06:45:00 AM,99 - NONE,N/A
11/12/2019 06:45:00 AM,U - UNKNOWN,N/A
11/12/2019 07:00:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",AVONDALE
11/12/2019 07:12:45 AM,99 - NONE,OVER-THE-RHINE
11/12/2019 07:29:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",OVER-THE-RHINE
11/12/2019 07:29:00 AM,18 - BB AND PELLET GUNS,OVER-THE-RHINE
11/12/2019 07:29:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",OVER-THE-RHINE
11/12/2019 07:29:00 AM,18 - BB AND PELLET GUNS,OVER-THE-RHINE
11/12/2019 07:50:39 AM,99 - NONE,WEST END
11/12/2019 08:30:00 AM,U - UNKNOWN,DOWNTOWN
11/12/2019 08:53:00 AM,12 - HANDGUN,MADISONVILLE
11/12/2019 08:53:00 AM,99 - NONE,MADISONVILLE
11/12/2019 08:53:00 AM,12 - HANDGUN,MADISONVILLE
11/12/2019 08:53:00 AM,99 - NONE,MADISONVILLE
11/12/2019 08:53:20 AM,99 - NONE,CORRYVILLE
11/12/2019 09:13:00 AM,U - UNKNOWN,EVANSTON
11/12/2019 09:34:00 AM,U - UNKNOWN,WALNUT HILLS
11/12/2019 09:37:04 AM,99 - NONE,CUF
11/12/2019 09:47:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WALNUT HILLS
11/12/2019 09:55:00 AM,99 - NONE,WEST PRICE HILL
11/12/2019 10:10:43 AM,99 - NONE,CORRYVILLE
11/12/2019 10:10:43 AM,99 - NONE,CORRYVILLE
11/12/2019 10:16:00 AM,99 - NONE,WEST PRICE HILL
11/12/2019 10:33:10 AM,99 - NONE,WALNUT HILLS
11/12/2019 10:38:26 AM,99 - NONE,OVER-THE-RHINE
11/12/2019 10:44:34 AM,99 - NONE,CORRYVILLE
11/12/2019 10:51:21 AM,99 - NONE,WESTWOOD
11/12/2019 11:45:00 AM,99 - NONE,EAST PRICE HILL
11/12/2019 12:06:38 PM,U - UNKNOWN,WEST PRICE HILL
11/12/2019 12:06:38 PM,U - UNKNOWN,WEST PRICE HILL
11/12/2019 12:42:08 PM,99 - NONE,CUF
11/12/2019 12:42:08 PM,99 - NONE,CUF
11/12/2019 12:45:00 PM,U - UNKNOWN,EVANSTON
11/12/2019 01:02:14 PM,99 - NONE,WESTWOOD
11/12/2019 01:25:42 PM,99 - NONE,MADISONVILLE
11/12/2019 01:30:00 PM,99 - NONE,N/A
11/12/2019 02:08:00 PM,99 - NONE,WESTWOOD
11/12/2019 02:11:00 PM,99 - NONE,CARTHAGE
11/12/2019 02:17:00 PM,99 - NONE,ROSELAWN
11/12/2019 02:50:00 PM,U - UNKNOWN,HYDE PARK
11/12/2019 02:54:00 PM,99 - NONE,AVONDALE
11/12/2019 03:00:00 PM,99 - NONE,EAST PRICE HILL
11/12/2019 03:38:00 PM,U - UNKNOWN,WEST PRICE HILL
11/12/2019 03:45:00 PM,99 - NONE,N/A
11/12/2019 03:45:00 PM,99 - NONE,DOWNTOWN
11/12/2019 03:47:00 PM,99 - NONE,COLLEGE HILL
11/12/2019 03:55:00 PM,99 - NONE,WESTWOOD
11/12/2019 03:55:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WESTWOOD
11/12/2019 04:12:00 PM,99 - NONE,CORRYVILLE
11/12/2019 04:30:00 PM,99 - NONE,AVONDALE
11/12/2019 04:31:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WEST PRICE HILL
11/12/2019 04:45:00 PM,99 - NONE,QUEENSGATE
11/12/2019 04:47:00 PM,U - UNKNOWN,MT. AIRY
11/12/2019 04:53:19 PM,99 - NONE,NORTHSIDE
11/12/2019 05:21:00 PM,99 - NONE,AVONDALE
11/12/2019 05:22:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",AVONDALE
11/12/2019 05:35:00 PM,99 - NONE,WEST PRICE HILL
11/12/2019 05:39:00 PM,99 - NONE,COLLEGE HILL
11/12/2019 05:48:00 PM,99 - NONE,N/A
11/12/2019 05:48:00 PM,U - UNKNOWN,NORTH AVONDALE - PADDOCK HILLS
11/12/2019 05:57:00 PM,12 - HANDGUN,EAST PRICE HILL
11/12/2019 06:00:00 PM,99 - NONE,NORTH FAIRMOUNT
11/12/2019 06:11:00 PM,99 - NONE,WEST END
11/12/2019 06:16:00 PM,99 - NONE,WEST PRICE HILL
11/12/2019 06:21:55 PM,99 - NONE,SOUTH FAIRMOUNT
11/12/2019 06:33:38 PM,99 - NONE,N/A
11/12/2019 07:00:00 PM,99 - NONE,MT. AIRY
11/12/2019 07:20:00 PM,99 - NONE,COLLEGE HILL
11/12/2019 07:27:00 PM,99 - NONE,N/A
11/12/2019 07:44:22 PM,99 - NONE,WEST PRICE HILL
11/12/2019 07:44:22 PM,99 - NONE,WEST PRICE HILL
11/12/2019 07:44:22 PM,99 - NONE,WEST PRICE HILL
11/12/2019 07:44:22 PM,99 - NONE,WEST PRICE HILL
11/12/2019 07:45:00 PM,99 - NONE,CUF
11/12/2019 07:45:00 PM,99 - NONE,CUF
11/12/2019 07:45:00 PM,12 - HANDGUN,COLLEGE HILL
11/12/2019 07:45:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",CUF
11/12/2019 07:45:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",CUF
11/12/2019 08:54:00 PM,99 - NONE,MADISONVILLE
11/12/2019 08:54:00 PM,99 - NONE,WESTWOOD
11/12/2019 09:15:00 PM,99 - NONE,BOND HILL
11/12/2019 10:00:00 PM,U - UNKNOWN,AVONDALE
11/12/2019 10:15:00 PM,11 - FIREARM (TYPE NOT STATED),EVANSTON
11/12/2019 10:15:00 PM,11 - FIREARM (TYPE NOT STATED),EVANSTON
11/12/2019 10:15:00 PM,11 - FIREARM (TYPE NOT STATED),EVANSTON
11/12/2019 10:15:00 PM,11 - FIREARM (TYPE NOT STATED),EVANSTON
11/12/2019 10:49:00 PM,11 - FIREARM (TYPE NOT STATED),EVANSTON
11/12/2019 11:50:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",CORRYVILLE
11/13/2019 12:00:00 AM,99 - NONE,EAST WESTWOOD
11/13/2019 01:02:00 AM,U - UNKNOWN,MADISONVILLE
11/13/2019 01:07:00 AM,11 - FIREARM (TYPE NOT STATED),MT. AUBURN
11/13/2019 01:07:00 AM,11 - FIREARM (TYPE NOT STATED),MT. AUBURN
11/13/2019 03:33:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WESTWOOD
11/13/2019 06:28:56 AM,99 - NONE,CUF
11/13/2019 07:42:00 AM,99 - NONE,CLIFTON
11/13/2019 07:58:00 AM,99 - NONE,DOWNTOWN
11/13/2019 08:01:21 AM,99 - NONE,WESTWOOD
11/13/2019 09:03:33 AM,99 - NONE,HARTWELL
11/13/2019 09:06:21 AM,99 - NONE,OAKLEY
11/13/2019 09:30:00 AM,99 - NONE,COLLEGE HILL
11/13/2019 09:54:43 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WEST PRICE HILL
11/13/2019 10:00:00 AM,99 - NONE,WESTWOOD
11/13/2019 10:46:21 AM,99 - NONE,N/A
11/13/2019 10:46:21 AM,99 - NONE,N/A
11/13/2019 10:59:00 AM,99 - NONE,OAKLEY
11/13/2019 10:59:44 AM,99 - NONE,CUF
11/13/2019 11:06:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WESTWOOD
11/13/2019 11:38:00 AM,99 - NONE,WEST PRICE HILL
11/13/2019 11:40:00 AM,U - UNKNOWN,EAST PRICE HILL
11/13/2019 12:05:00 PM,99 - NONE,WINTON HILLS
11/13/2019 12:48:00 PM,12 - HANDGUN,CARTHAGE
11/13/2019 01:16:00 PM,U - UNKNOWN,MT. AUBURN
11/13/2019 01:20:00 PM,U - UNKNOWN,CORRYVILLE
11/13/2019 01:30:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",EAST END
11/13/2019 01:58:56 PM,99 - NONE,N/A
11/13/2019 02:01:00 PM,99 - NONE,AVONDALE
11/13/2019 02:12:00 PM,99 - NONE,OAKLEY
11/13/2019 02:30:00 PM,99 - NONE,N/A
11/13/2019 02:37:00 PM,99 - NONE,WEST PRICE HILL
11/13/2019 02:41:59 PM,99 - NONE,WESTWOOD
11/13/2019 03:29:00 PM,99 - NONE,EAST WALNUT HILLS
11/13/2019 03:29:00 PM,99 - NONE,EAST WALNUT HILLS
11/13/2019 03:29:00 PM,99 - NONE,EAST WALNUT HILLS
11/13/2019 03:30:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",EVANSTON
11/13/2019 03:32:00 PM,"20 - KNIFE/CUTTING INSTRUMENT (ICEPICK, AX, ETC.)",RIVERSIDE
11/13/2019 03:37:00 PM,99 - NONE,N/A
11/13/2019 03:40:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",CARTHAGE
11/13/2019 03:40:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",CARTHAGE
11/13/2019 03:50:00 PM,99 - NONE,N/A
11/13/2019 03:52:00 PM,99 - NONE,AVONDALE
11/13/2019 04:08:26 PM,99 - NONE,WEST PRICE HILL
11/13/2019 04:15:00 PM,80 - OTHER WEAPON,WEST END
11/13/2019 04:24:48 PM,99 - NONE,MT. AIRY
